[2025-07-31 14:58:09] [gimbal_controller] [INFO] [1753945089.395203751] [gimbal_controller]: 云台控制器节点已启动
[2025-07-31 14:58:09] [gimbal_controller] [INFO] [1753945089.396554444] [gimbal_controller]: 图像中心设置为: (320, 240)
[2025-07-31 14:58:09] [gimbal_controller] [INFO] [1753945089.396989606] [gimbal_controller]: 订阅话题: /target_data
[2025-07-31 14:58:09] [gimbal_controller] [INFO] [1753945089.397386559] [gimbal_controller]: 发布话题: /uart1_sender_topic
[2025-07-31 14:58:09] [gimbal_controller] [INFO] [1753945089.422200106] [gimbal_controller]: 目标: (242, 227) | 中心: (320, 240) | 误差: (-78, -13) | 指令: @0,-78,-13/r/n
[2025-07-31 14:58:21] [gimbal_controller] [INFO] [1753945101.639050929] [gimbal_controller]: 目标: (223, 229) | 中心: (320, 240) | 误差: (-97, -11) | 指令: @0,-97,-11/r/n
[2025-07-31 14:58:21] [gimbal_controller] [INFO] [1753945101.703052648] [gimbal_controller]: 目标: (224, 229) | 中心: (320, 240) | 误差: (-96, -11) | 指令: @0,-96,-11/r/n
[2025-07-31 14:58:21] [gimbal_controller] [INFO] [1753945101.714067896] [gimbal_controller]: 目标: (224, 228) | 中心: (320, 240) | 误差: (-96, -12) | 指令: @0,-96,-12/r/n
[2025-07-31 14:58:21] [gimbal_controller] [INFO] [1753945101.781556742] [gimbal_controller]: 目标: (224, 229) | 中心: (320, 240) | 误差: (-96, -11) | 指令: @0,-96,-11/r/n
[2025-07-31 14:58:21] [gimbal_controller] [INFO] [1753945101.792775862] [gimbal_controller]: 目标: (224, 228) | 中心: (320, 240) | 误差: (-96, -12) | 指令: @0,-96,-12/r/n
[2025-07-31 14:58:21] [gimbal_controller] [INFO] [1753945101.857434115] [gimbal_controller]: 目标: (224, 228) | 中心: (320, 240) | 误差: (-96, -12) | 指令: @0,-96,-12/r/n
[2025-07-31 14:58:21] [gimbal_controller] [INFO] [1753945101.868480863] [gimbal_controller]: 目标: (224, 228) | 中心: (320, 240) | 误差: (-96, -12) | 指令: @0,-96,-12/r/n
[2025-07-31 14:58:21] [gimbal_controller] [INFO] [1753945101.939469376] [gimbal_controller]: 目标: (223, 228) | 中心: (320, 240) | 误差: (-97, -12) | 指令: @0,-97,-12/r/n
[2025-07-31 14:58:21] [gimbal_controller] [INFO] [1753945101.950689955] [gimbal_controller]: 目标: (224, 228) | 中心: (320, 240) | 误差: (-96, -12) | 指令: @0,-96,-12/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.014577634] [gimbal_controller]: 目标: (223, 229) | 中心: (320, 240) | 误差: (-97, -11) | 指令: @0,-97,-11/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.026273040] [gimbal_controller]: 目标: (223, 229) | 中心: (320, 240) | 误差: (-97, -11) | 指令: @0,-97,-11/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.088994649] [gimbal_controller]: 目标: (223, 229) | 中心: (320, 240) | 误差: (-97, -11) | 指令: @0,-97,-11/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.100265394] [gimbal_controller]: 目标: (223, 229) | 中心: (320, 240) | 误差: (-97, -11) | 指令: @0,-97,-11/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.171082993] [gimbal_controller]: 目标: (223, 228) | 中心: (320, 240) | 误差: (-97, -12) | 指令: @0,-97,-12/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.182502778] [gimbal_controller]: 目标: (223, 228) | 中心: (320, 240) | 误差: (-97, -12) | 指令: @0,-97,-12/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.247617776] [gimbal_controller]: 目标: (224, 228) | 中心: (320, 240) | 误差: (-96, -12) | 指令: @0,-96,-12/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.258644107] [gimbal_controller]: 目标: (224, 228) | 中心: (320, 240) | 误差: (-96, -12) | 指令: @0,-96,-12/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.324439555] [gimbal_controller]: 目标: (224, 228) | 中心: (320, 240) | 误差: (-96, -12) | 指令: @0,-96,-12/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.335861965] [gimbal_controller]: 目标: (224, 228) | 中心: (320, 240) | 误差: (-96, -12) | 指令: @0,-96,-12/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.400963838] [gimbal_controller]: 目标: (224, 229) | 中心: (320, 240) | 误差: (-96, -11) | 指令: @0,-96,-11/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.413040740] [gimbal_controller]: 目标: (224, 228) | 中心: (320, 240) | 误差: (-96, -12) | 指令: @0,-96,-12/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.474398240] [gimbal_controller]: 目标: (223, 229) | 中心: (320, 240) | 误差: (-97, -11) | 指令: @0,-97,-11/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.485745692] [gimbal_controller]: 目标: (223, 228) | 中心: (320, 240) | 误差: (-97, -12) | 指令: @0,-97,-12/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.769625080] [gimbal_controller]: 目标: (175, 228) | 中心: (320, 240) | 误差: (-145, -12) | 指令: @0,-145,-12/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.781930938] [gimbal_controller]: 目标: (175, 229) | 中心: (320, 240) | 误差: (-145, -11) | 指令: @0,-145,-11/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.853165907] [gimbal_controller]: 目标: (175, 228) | 中心: (320, 240) | 误差: (-145, -12) | 指令: @0,-145,-12/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.863730535] [gimbal_controller]: 目标: (175, 228) | 中心: (320, 240) | 误差: (-145, -12) | 指令: @0,-145,-12/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.927418716] [gimbal_controller]: 目标: (176, 228) | 中心: (320, 240) | 误差: (-144, -12) | 指令: @0,-144,-12/r/n
[2025-07-31 14:58:22] [gimbal_controller] [INFO] [1753945102.938457297] [gimbal_controller]: 目标: (175, 228) | 中心: (320, 240) | 误差: (-145, -12) | 指令: @0,-145,-12/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.003800668] [gimbal_controller]: 目标: (175, 228) | 中心: (320, 240) | 误差: (-145, -12) | 指令: @0,-145,-12/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.014548168] [gimbal_controller]: 目标: (175, 228) | 中心: (320, 240) | 误差: (-145, -12) | 指令: @0,-145,-12/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.082649799] [gimbal_controller]: 目标: (173, 229) | 中心: (320, 240) | 误差: (-147, -11) | 指令: @0,-147,-11/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.093484507] [gimbal_controller]: 目标: (173, 228) | 中心: (320, 240) | 误差: (-147, -12) | 指令: @0,-147,-12/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.162324045] [gimbal_controller]: 目标: (172, 229) | 中心: (320, 240) | 误差: (-148, -11) | 指令: @0,-148,-11/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.173021380] [gimbal_controller]: 目标: (172, 229) | 中心: (320, 240) | 误差: (-148, -11) | 指令: @0,-148,-11/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.244263640] [gimbal_controller]: 目标: (172, 229) | 中心: (320, 240) | 误差: (-148, -11) | 指令: @0,-148,-11/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.255570260] [gimbal_controller]: 目标: (172, 229) | 中心: (320, 240) | 误差: (-148, -11) | 指令: @0,-148,-11/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.322899857] [gimbal_controller]: 目标: (173, 228) | 中心: (320, 240) | 误差: (-147, -12) | 指令: @0,-147,-12/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.334299226] [gimbal_controller]: 目标: (173, 229) | 中心: (320, 240) | 误差: (-147, -11) | 指令: @0,-147,-11/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.406941303] [gimbal_controller]: 目标: (174, 228) | 中心: (320, 240) | 误差: (-146, -12) | 指令: @0,-146,-12/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.418071175] [gimbal_controller]: 目标: (174, 228) | 中心: (320, 240) | 误差: (-146, -12) | 指令: @0,-146,-12/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.480727743] [gimbal_controller]: 目标: (174, 229) | 中心: (320, 240) | 误差: (-146, -11) | 指令: @0,-146,-11/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.492506565] [gimbal_controller]: 目标: (174, 228) | 中心: (320, 240) | 误差: (-146, -12) | 指令: @0,-146,-12/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.559649790] [gimbal_controller]: 目标: (174, 228) | 中心: (320, 240) | 误差: (-146, -12) | 指令: @0,-146,-12/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.570903035] [gimbal_controller]: 目标: (174, 228) | 中心: (320, 240) | 误差: (-146, -12) | 指令: @0,-146,-12/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.633262106] [gimbal_controller]: 目标: (173, 229) | 中心: (320, 240) | 误差: (-147, -11) | 指令: @0,-147,-11/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.645795461] [gimbal_controller]: 目标: (173, 229) | 中心: (320, 240) | 误差: (-147, -11) | 指令: @0,-147,-11/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.709115855] [gimbal_controller]: 目标: (172, 229) | 中心: (320, 240) | 误差: (-148, -11) | 指令: @0,-148,-11/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.956572039] [gimbal_controller]: 目标: (146, 228) | 中心: (320, 240) | 误差: (-174, -12) | 指令: @0,-174,-12/r/n
[2025-07-31 14:58:23] [gimbal_controller] [INFO] [1753945103.969415724] [gimbal_controller]: 目标: (146, 228) | 中心: (320, 240) | 误差: (-174, -12) | 指令: @0,-174,-12/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.031330592] [gimbal_controller]: 目标: (146, 229) | 中心: (320, 240) | 误差: (-174, -11) | 指令: @0,-174,-11/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.042441214] [gimbal_controller]: 目标: (146, 229) | 中心: (320, 240) | 误差: (-174, -11) | 指令: @0,-174,-11/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.107650419] [gimbal_controller]: 目标: (146, 229) | 中心: (320, 240) | 误差: (-174, -11) | 指令: @0,-174,-11/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.118412503] [gimbal_controller]: 目标: (146, 228) | 中心: (320, 240) | 误差: (-174, -12) | 指令: @0,-174,-12/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.187646370] [gimbal_controller]: 目标: (145, 228) | 中心: (320, 240) | 误差: (-175, -12) | 指令: @0,-175,-12/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.198830199] [gimbal_controller]: 目标: (145, 228) | 中心: (320, 240) | 误差: (-175, -12) | 指令: @0,-175,-12/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.265165517] [gimbal_controller]: 目标: (143, 229) | 中心: (320, 240) | 误差: (-177, -11) | 指令: @0,-177,-11/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.276706633] [gimbal_controller]: 目标: (143, 228) | 中心: (320, 240) | 误差: (-177, -12) | 指令: @0,-177,-12/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.341240346] [gimbal_controller]: 目标: (142, 230) | 中心: (320, 240) | 误差: (-178, -10) | 指令: @0,-178,-10/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.353080418] [gimbal_controller]: 目标: (142, 229) | 中心: (320, 240) | 误差: (-178, -11) | 指令: @0,-178,-11/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.457106800] [gimbal_controller]: 目标: (142, 229) | 中心: (320, 240) | 误差: (-178, -11) | 指令: @0,-178,-11/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.468224421] [gimbal_controller]: 目标: (142, 228) | 中心: (320, 240) | 误差: (-178, -12) | 指令: @0,-178,-12/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.531615689] [gimbal_controller]: 目标: (143, 229) | 中心: (320, 240) | 误差: (-177, -11) | 指令: @0,-177,-11/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.542600896] [gimbal_controller]: 目标: (143, 228) | 中心: (320, 240) | 误差: (-177, -12) | 指令: @0,-177,-12/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.611505183] [gimbal_controller]: 目标: (143, 229) | 中心: (320, 240) | 误差: (-177, -11) | 指令: @0,-177,-11/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.622468515] [gimbal_controller]: 目标: (143, 229) | 中心: (320, 240) | 误差: (-177, -11) | 指令: @0,-177,-11/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.697436191] [gimbal_controller]: 目标: (143, 228) | 中心: (320, 240) | 误差: (-177, -12) | 指令: @0,-177,-12/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.708109901] [gimbal_controller]: 目标: (143, 228) | 中心: (320, 240) | 误差: (-177, -12) | 指令: @0,-177,-12/r/n
[2025-07-31 14:58:24] [gimbal_controller] [INFO] [1753945104.772272035] [gimbal_controller]: 目标: (146, 228) | 中心: (320, 240) | 误差: (-174, -12) | 指令: @0,-174,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.103864914] [gimbal_controller]: 目标: (209, 227) | 中心: (320, 240) | 误差: (-111, -13) | 指令: @0,-111,-13/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.115193408] [gimbal_controller]: 目标: (209, 228) | 中心: (320, 240) | 误差: (-111, -12) | 指令: @0,-111,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.177683728] [gimbal_controller]: 目标: (212, 228) | 中心: (320, 240) | 误差: (-108, -12) | 指令: @0,-108,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.188224731] [gimbal_controller]: 目标: (212, 227) | 中心: (320, 240) | 误差: (-108, -13) | 指令: @0,-108,-13/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.250888882] [gimbal_controller]: 目标: (212, 228) | 中心: (320, 240) | 误差: (-108, -12) | 指令: @0,-108,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.261870006] [gimbal_controller]: 目标: (213, 228) | 中心: (320, 240) | 误差: (-107, -12) | 指令: @0,-107,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.326796589] [gimbal_controller]: 目标: (212, 228) | 中心: (320, 240) | 误差: (-108, -12) | 指令: @0,-108,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.337999085] [gimbal_controller]: 目标: (213, 228) | 中心: (320, 240) | 误差: (-107, -12) | 指令: @0,-107,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.407008663] [gimbal_controller]: 目标: (213, 228) | 中心: (320, 240) | 误差: (-107, -12) | 指令: @0,-107,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.417953328] [gimbal_controller]: 目标: (213, 227) | 中心: (320, 240) | 误差: (-107, -13) | 指令: @0,-107,-13/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.485504881] [gimbal_controller]: 目标: (213, 228) | 中心: (320, 240) | 误差: (-107, -12) | 指令: @0,-107,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.496553670] [gimbal_controller]: 目标: (213, 228) | 中心: (320, 240) | 误差: (-107, -12) | 指令: @0,-107,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.592434480] [gimbal_controller]: 目标: (213, 228) | 中心: (320, 240) | 误差: (-107, -12) | 指令: @0,-107,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.612393582] [gimbal_controller]: 目标: (213, 227) | 中心: (320, 240) | 误差: (-107, -13) | 指令: @0,-107,-13/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.665907964] [gimbal_controller]: 目标: (213, 228) | 中心: (320, 240) | 误差: (-107, -12) | 指令: @0,-107,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.677537455] [gimbal_controller]: 目标: (213, 228) | 中心: (320, 240) | 误差: (-107, -12) | 指令: @0,-107,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.740261689] [gimbal_controller]: 目标: (213, 228) | 中心: (320, 240) | 误差: (-107, -12) | 指令: @0,-107,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.751688474] [gimbal_controller]: 目标: (213, 228) | 中心: (320, 240) | 误差: (-107, -12) | 指令: @0,-107,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.816941137] [gimbal_controller]: 目标: (213, 228) | 中心: (320, 240) | 误差: (-107, -12) | 指令: @0,-107,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.828064592] [gimbal_controller]: 目标: (213, 228) | 中心: (320, 240) | 误差: (-107, -12) | 指令: @0,-107,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.902313817] [gimbal_controller]: 目标: (213, 228) | 中心: (320, 240) | 误差: (-107, -12) | 指令: @0,-107,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.913504063] [gimbal_controller]: 目标: (213, 228) | 中心: (320, 240) | 误差: (-107, -12) | 指令: @0,-107,-12/r/n
[2025-07-31 14:58:25] [gimbal_controller] [INFO] [1753945105.979253137] [gimbal_controller]: 目标: (215, 228) | 中心: (320, 240) | 误差: (-105, -12) | 指令: @0,-105,-12/r/n
[2025-07-31 14:58:26] [gimbal_controller] [INFO] [1753945106.342276820] [gimbal_controller]: 目标: (268, 229) | 中心: (320, 240) | 误差: (-52, -11) | 指令: @0,-52,-11/r/n
[2025-07-31 14:58:26] [gimbal_controller] [INFO] [1753945106.353594814] [gimbal_controller]: 目标: (269, 229) | 中心: (320, 240) | 误差: (-51, -11) | 指令: @0,-51,-11/r/n
[2025-07-31 14:58:26] [gimbal_controller] [INFO] [1753945106.418487856] [gimbal_controller]: 目标: (270, 229) | 中心: (320, 240) | 误差: (-50, -11) | 指令: @0,-50,-11/r/n
[2025-07-31 14:58:26] [gimbal_controller] [INFO] [1753945106.429935057] [gimbal_controller]: 目标: (270, 229) | 中心: (320, 240) | 误差: (-50, -11) | 指令: @0,-50,-11/r/n
[2025-07-31 14:58:26] [gimbal_controller] [INFO] [1753945106.497294404] [gimbal_controller]: 目标: (269, 230) | 中心: (320, 240) | 误差: (-51, -10) | 指令: @0,-51,-10/r/n
[2025-07-31 14:58:26] [gimbal_controller] [INFO] [1753945106.510115923] [gimbal_controller]: 目标: (269, 230) | 中心: (320, 240) | 误差: (-51, -10) | 指令: @0,-51,-10/r/n
[2025-07-31 14:58:26] [gimbal_controller] [INFO] [1753945106.566995808] [gimbal_controller]: 目标: (276, 229) | 中心: (320, 240) | 误差: (-44, -11) | 指令: @0,-44,-11/r/n
[2025-07-31 14:58:26] [gimbal_controller] [INFO] [1753945106.634095574] [gimbal_controller]: 目标: (281, 229) | 中心: (320, 240) | 误差: (-39, -11) | 指令: @0,-39,-11/r/n
[2025-07-31 14:58:26] [gimbal_controller] [INFO] [1753945106.644780951] [gimbal_controller]: 目标: (281, 229) | 中心: (320, 240) | 误差: (-39, -11) | 指令: @0,-39,-11/r/n
[2025-07-31 14:58:26] [gimbal_controller] [INFO] [1753945106.708120886] [gimbal_controller]: 目标: (284, 228) | 中心: (320, 240) | 误差: (-36, -12) | 指令: @0,-36,-12/r/n
[2025-07-31 14:58:26] [gimbal_controller] [INFO] [1753945106.720123414] [gimbal_controller]: 目标: (285, 229) | 中心: (320, 240) | 误差: (-35, -11) | 指令: @0,-35,-11/r/n
[2025-07-31 14:58:26] [gimbal_controller] [INFO] [1753945106.802630295] [gimbal_controller]: 目标: (285, 228) | 中心: (320, 240) | 误差: (-35, -12) | 指令: @0,-35,-12/r/n
[2025-07-31 14:58:26] [gimbal_controller] [INFO] [1753945106.813874498] [gimbal_controller]: 目标: (286, 228) | 中心: (320, 240) | 误差: (-34, -12) | 指令: @0,-34,-12/r/n
[2025-07-31 14:58:26] [gimbal_controller] [INFO] [1753945106.879179369] [gimbal_controller]: 目标: (285, 228) | 中心: (320, 240) | 误差: (-35, -12) | 指令: @0,-35,-12/r/n
[2025-07-31 14:58:26] [gimbal_controller] [INFO] [1753945106.890231074] [gimbal_controller]: 目标: (286, 228) | 中心: (320, 240) | 误差: (-34, -12) | 指令: @0,-34,-12/r/n
[2025-07-31 14:58:26] [gimbal_controller] [INFO] [1753945106.954536998] [gimbal_controller]: 目标: (280, 229) | 中心: (320, 240) | 误差: (-40, -11) | 指令: @0,-40,-11/r/n
[2025-07-31 14:58:26] [gimbal_controller] [INFO] [1753945106.966575109] [gimbal_controller]: 目标: (281, 229) | 中心: (320, 240) | 误差: (-39, -11) | 指令: @0,-39,-11/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.029803338] [gimbal_controller]: 目标: (277, 229) | 中心: (320, 240) | 误差: (-43, -11) | 指令: @0,-43,-11/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.042340776] [gimbal_controller]: 目标: (278, 229) | 中心: (320, 240) | 误差: (-42, -11) | 指令: @0,-42,-11/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.119189097] [gimbal_controller]: 目标: (277, 230) | 中心: (320, 240) | 误差: (-43, -10) | 指令: @0,-43,-10/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.129972764] [gimbal_controller]: 目标: (278, 229) | 中心: (320, 240) | 误差: (-42, -11) | 指令: @0,-42,-11/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.192846038] [gimbal_controller]: 目标: (281, 229) | 中心: (320, 240) | 误差: (-39, -11) | 指令: @0,-39,-11/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.206966625] [gimbal_controller]: 目标: (281, 229) | 中心: (320, 240) | 误差: (-39, -11) | 指令: @0,-39,-11/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.267321386] [gimbal_controller]: 目标: (282, 229) | 中心: (320, 240) | 误差: (-38, -11) | 指令: @0,-38,-11/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.278320301] [gimbal_controller]: 目标: (283, 229) | 中心: (320, 240) | 误差: (-37, -11) | 指令: @0,-37,-11/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.339632593] [gimbal_controller]: 目标: (280, 229) | 中心: (320, 240) | 误差: (-40, -11) | 指令: @0,-40,-11/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.350895754] [gimbal_controller]: 目标: (280, 229) | 中心: (320, 240) | 误差: (-40, -11) | 指令: @0,-40,-11/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.626044493] [gimbal_controller]: 目标: (228, 230) | 中心: (320, 240) | 误差: (-92, -10) | 指令: @0,-92,-10/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.736373427] [gimbal_controller]: 目标: (218, 227) | 中心: (320, 240) | 误差: (-102, -13) | 指令: @0,-102,-13/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.800118483] [gimbal_controller]: 目标: (215, 226) | 中心: (320, 240) | 误差: (-105, -14) | 指令: @0,-105,-14/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.810801526] [gimbal_controller]: 目标: (216, 226) | 中心: (320, 240) | 误差: (-104, -14) | 指令: @0,-104,-14/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.873834340] [gimbal_controller]: 目标: (216, 226) | 中心: (320, 240) | 误差: (-104, -14) | 指令: @0,-104,-14/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.884545091] [gimbal_controller]: 目标: (217, 226) | 中心: (320, 240) | 误差: (-103, -14) | 指令: @0,-103,-14/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.956203847] [gimbal_controller]: 目标: (216, 226) | 中心: (320, 240) | 误差: (-104, -14) | 指令: @0,-104,-14/r/n
[2025-07-31 14:58:27] [gimbal_controller] [INFO] [1753945107.966942014] [gimbal_controller]: 目标: (216, 226) | 中心: (320, 240) | 误差: (-104, -14) | 指令: @0,-104,-14/r/n
[2025-07-31 14:58:28] [gimbal_controller] [INFO] [1753945108.126200967] [gimbal_controller]: 目标: (199, 229) | 中心: (320, 240) | 误差: (-121, -11) | 指令: @0,-121,-11/r/n
[2025-07-31 14:58:28] [gimbal_controller] [INFO] [1753945108.137027800] [gimbal_controller]: 目标: (200, 229) | 中心: (320, 240) | 误差: (-120, -11) | 指令: @0,-120,-11/r/n
[2025-07-31 14:58:28] [gimbal_controller] [INFO] [1753945108.205734340] [gimbal_controller]: 目标: (198, 229) | 中心: (320, 240) | 误差: (-122, -11) | 指令: @0,-122,-11/r/n
[2025-07-31 14:58:28] [gimbal_controller] [INFO] [1753945108.216623589] [gimbal_controller]: 目标: (198, 229) | 中心: (320, 240) | 误差: (-122, -11) | 指令: @0,-122,-11/r/n
[2025-07-31 14:58:28] [gimbal_controller] [INFO] [1753945108.286014663] [gimbal_controller]: 目标: (204, 228) | 中心: (320, 240) | 误差: (-116, -12) | 指令: @0,-116,-12/r/n
[2025-07-31 14:58:28] [gimbal_controller] [INFO] [1753945108.297050327] [gimbal_controller]: 目标: (204, 228) | 中心: (320, 240) | 误差: (-116, -12) | 指令: @0,-116,-12/r/n
[2025-07-31 14:58:28] [gimbal_controller] [INFO] [1753945108.367177267] [gimbal_controller]: 目标: (208, 227) | 中心: (320, 240) | 误差: (-112, -13) | 指令: @0,-112,-13/r/n
[2025-07-31 14:58:28] [gimbal_controller] [INFO] [1753945108.378681051] [gimbal_controller]: 目标: (208, 227) | 中心: (320, 240) | 误差: (-112, -13) | 指令: @0,-112,-13/r/n
[2025-07-31 14:58:28] [gimbal_controller] [INFO] [1753945108.446556934] [gimbal_controller]: 目标: (211, 227) | 中心: (320, 240) | 误差: (-109, -13) | 指令: @0,-109,-13/r/n
[2025-07-31 14:58:28] [gimbal_controller] [INFO] [1753945108.457361601] [gimbal_controller]: 目标: (212, 227) | 中心: (320, 240) | 误差: (-108, -13) | 指令: @0,-108,-13/r/n
