[09:57:19] [gimbal_controller] [INFO] [1754099839.258521563] [gimbal_controller]: 云台控制器节点已启动
[09:57:19] [gimbal_controller] [INFO] [1754099839.259266759] [gimbal_controller]: 图像中心设置为: (640, 540)
[09:57:19] [gimbal_controller] [INFO] [1754099839.259749750] [gimbal_controller]: 激光模式: continuous (auto_off=瞄准后1秒关闭, continuous=持续开启)
[09:57:19] [gimbal_controller] [INFO] [1754099839.260193951] [gimbal_controller]: 激光安全开关: GPIO5 (低电平:禁用激光, 高电平:允许激光)
[09:57:19] [gimbal_controller] [INFO] [1754099839.260594694] [gimbal_controller]: 订阅话题: /target_data
[09:57:19] [gimbal_controller] [INFO] [1754099839.260986396] [gimbal_controller]: 发布话题: /uart1_sender_topic (30Hz)
[09:57:19] [gimbal_controller] [INFO] [1754099839.261389764] [gimbal_controller]: 控制频率: 30Hz
[09:57:19] [gimbal_controller] [INFO] [1754099839.263979720] [gimbal_controller]: 目标: (542, 492) | 误差: (-98,-48) | 成功计数:0 | 激光状态:False
[09:58:34] [gimbal_controller] [INFO] [1754099914.439267736] [gimbal_controller]: 目标: (483, 514) | 误差: (-157,-26) | 成功计数:0 | 激光状态:False
[09:58:34] [gimbal_controller] [INFO] [1754099914.474018933] [gimbal_controller]: 目标: (483, 513) | 误差: (-157,-27) | 成功计数:0 | 激光状态:False
[09:58:34] [gimbal_controller] [INFO] [1754099914.516422458] [gimbal_controller]: 目标: (478, 512) | 误差: (-162,-28) | 成功计数:0 | 激光状态:False
[09:58:34] [gimbal_controller] [INFO] [1754099914.717320771] [gimbal_controller]: 目标: (414, 505) | 误差: (-226,-35) | 成功计数:0 | 激光状态:False
[09:58:34] [gimbal_controller] [INFO] [1754099914.824713225] [gimbal_controller]: 目标: (449, 505) | 误差: (-191,-35) | 成功计数:0 | 激光状态:False
[09:58:34] [gimbal_controller] [INFO] [1754099914.856094272] [gimbal_controller]: 目标: (447, 509) | 误差: (-193,-31) | 成功计数:0 | 激光状态:False
[09:58:34] [gimbal_controller] [INFO] [1754099914.923571076] [gimbal_controller]: 目标: (433, 513) | 误差: (-207,-27) | 成功计数:0 | 激光状态:False
[09:58:34] [gimbal_controller] [INFO] [1754099914.960033160] [gimbal_controller]: 目标: (432, 511) | 误差: (-208,-29) | 成功计数:0 | 激光状态:False
[09:58:35] [gimbal_controller] [INFO] [1754099915.053428187] [gimbal_controller]: 目标: (448, 508) | 误差: (-192,-32) | 成功计数:0 | 激光状态:False
[09:58:35] [gimbal_controller] [INFO] [1754099915.083792209] [gimbal_controller]: 目标: (448, 508) | 误差: (-192,-32) | 成功计数:0 | 激光状态:False
[09:58:35] [gimbal_controller] [INFO] [1754099915.141907549] [gimbal_controller]: 目标: (448, 508) | 误差: (-192,-32) | 成功计数:0 | 激光状态:False
[09:58:35] [gimbal_controller] [INFO] [1754099915.180426723] [gimbal_controller]: 目标: (448, 508) | 误差: (-192,-32) | 成功计数:0 | 激光状态:False
[09:58:35] [gimbal_controller] [INFO] [1754099915.223031494] [gimbal_controller]: 目标: (448, 510) | 误差: (-192,-30) | 成功计数:0 | 激光状态:False
[09:58:35] [gimbal_controller] [INFO] [1754099915.260659350] [gimbal_controller]: 目标: (448, 510) | 误差: (-192,-30) | 成功计数:0 | 激光状态:False
[09:58:35] [gimbal_controller] [INFO] [1754099915.298256582] [gimbal_controller]: 目标: (448, 510) | 误差: (-192,-30) | 成功计数:0 | 激光状态:False
[09:58:35] [gimbal_controller] [INFO] [1754099915.395278131] [gimbal_controller]: 目标: (444, 515) | 误差: (-196,-25) | 成功计数:0 | 激光状态:False
[09:58:35] [gimbal_controller] [INFO] [1754099915.503805732] [gimbal_controller]: 目标: (444, 515) | 误差: (-196,-25) | 成功计数:0 | 激光状态:False
[09:58:35] [gimbal_controller] [INFO] [1754099915.570685505] [gimbal_controller]: 目标: (444, 515) | 误差: (-196,-25) | 成功计数:0 | 激光状态:False
[09:58:35] [gimbal_controller] [INFO] [1754099915.634326374] [gimbal_controller]: 目标: (444, 515) | 误差: (-196,-25) | 成功计数:0 | 激光状态:False
[09:58:35] [gimbal_controller] [INFO] [1754099915.669815475] [gimbal_controller]: 目标: (444, 515) | 误差: (-196,-25) | 成功计数:0 | 激光状态:False
[09:58:35] [gimbal_controller] [INFO] [1754099915.732195200] [gimbal_controller]: 目标: (397, 507) | 误差: (-243,-33) | 成功计数:0 | 激光状态:False
[09:58:35] [gimbal_controller] [INFO] [1754099915.766324283] [gimbal_controller]: 目标: (443, 515) | 误差: (-197,-25) | 成功计数:0 | 激光状态:False
[09:58:36] [gimbal_controller] [INFO] [1754099916.053656242] [gimbal_controller]: 目标: (443, 515) | 误差: (-197,-25) | 成功计数:0 | 激光状态:False
[09:58:36] [gimbal_controller] [INFO] [1754099916.088905306] [gimbal_controller]: 目标: (443, 515) | 误差: (-197,-25) | 成功计数:0 | 激光状态:False
[09:58:36] [gimbal_controller] [INFO] [1754099916.119250078] [gimbal_controller]: 目标: (443, 515) | 误差: (-197,-25) | 成功计数:0 | 激光状态:False
[09:58:36] [gimbal_controller] [INFO] [1754099916.158173204] [gimbal_controller]: 目标: (443, 515) | 误差: (-197,-25) | 成功计数:0 | 激光状态:False
[09:58:36] [gimbal_controller] [INFO] [1754099916.250412376] [gimbal_controller]: 目标: (443, 515) | 误差: (-197,-25) | 成功计数:0 | 激光状态:False
[09:58:36] [gimbal_controller] [INFO] [1754099916.281594509] [gimbal_controller]: 目标: (443, 515) | 误差: (-197,-25) | 成功计数:0 | 激光状态:False
[09:58:36] [gimbal_controller] [INFO] [1754099916.362733621] [gimbal_controller]: 目标: (443, 515) | 误差: (-197,-25) | 成功计数:0 | 激光状态:False
[09:58:36] [gimbal_controller] [INFO] [1754099916.401420792] [gimbal_controller]: 目标: (443, 515) | 误差: (-197,-25) | 成功计数:0 | 激光状态:False
[09:58:36] [gimbal_controller] [INFO] [1754099916.442520589] [gimbal_controller]: 目标: (445, 513) | 误差: (-195,-27) | 成功计数:0 | 激光状态:False
[09:58:36] [gimbal_controller] [INFO] [1754099916.475362277] [gimbal_controller]: 目标: (448, 511) | 误差: (-192,-29) | 成功计数:0 | 激光状态:False
[09:58:36] [gimbal_controller] [INFO] [1754099916.509356612] [gimbal_controller]: 目标: (450, 510) | 误差: (-190,-30) | 成功计数:0 | 激光状态:False
[09:58:36] [gimbal_controller] [INFO] [1754099916.766435673] [gimbal_controller]: 目标: (556, 519) | 误差: (-84,-21) | 成功计数:0 | 激光状态:False
[09:58:36] [gimbal_controller] [INFO] [1754099916.936256559] [gimbal_controller]: 目标: (707, 515) | 误差: (+67,-25) | 成功计数:0 | 激光状态:False
[09:58:36] [gimbal_controller] [INFO] [1754099916.972886641] [gimbal_controller]: 目标: (663, 513) | 误差: (+23,-27) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.068185635] [gimbal_controller]: 目标: (648, 511) | 误差: (+8,-29) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.099075232] [gimbal_controller]: 目标: (639, 513) | 误差: (-1,-27) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.139967074] [gimbal_controller]: 目标: (632, 513) | 误差: (-8,-27) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.179752351] [gimbal_controller]: 目标: (631, 515) | 误差: (-9,-25) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.210083708] [gimbal_controller]: 目标: (629, 516) | 误差: (-11,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.249718488] [gimbal_controller]: 目标: (629, 516) | 误差: (-11,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.286281779] [gimbal_controller]: 目标: (629, 516) | 误差: (-11,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.323046608] [gimbal_controller]: 目标: (629, 516) | 误差: (-11,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.367903008] [gimbal_controller]: 目标: (629, 516) | 误差: (-11,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.419227005] [gimbal_controller]: 目标: (629, 516) | 误差: (-11,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.450488761] [gimbal_controller]: 目标: (627, 516) | 误差: (-13,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.483894815] [gimbal_controller]: 目标: (627, 516) | 误差: (-13,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.523170560] [gimbal_controller]: 目标: (627, 516) | 误差: (-13,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.554481024] [gimbal_controller]: 目标: (627, 516) | 误差: (-13,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.595320367] [gimbal_controller]: 目标: (627, 516) | 误差: (-13,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.623823296] [gimbal_controller]: 目标: (627, 516) | 误差: (-13,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.716208299] [gimbal_controller]: 目标: (627, 516) | 误差: (-13,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.780210245] [gimbal_controller]: 目标: (627, 516) | 误差: (-13,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.842966505] [gimbal_controller]: 目标: (627, 516) | 误差: (-13,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.878917015] [gimbal_controller]: 目标: (627, 516) | 误差: (-13,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.913665587] [gimbal_controller]: 目标: (627, 516) | 误差: (-13,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.946315362] [gimbal_controller]: 目标: (627, 516) | 误差: (-13,-24) | 成功计数:0 | 激光状态:False
[09:58:37] [gimbal_controller] [INFO] [1754099917.987038915] [gimbal_controller]: 目标: (627, 516) | 误差: (-13,-24) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.018566376] [gimbal_controller]: 目标: (627, 516) | 误差: (-13,-24) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.054505219] [gimbal_controller]: 目标: (628, 515) | 误差: (-12,-25) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.092458862] [gimbal_controller]: 目标: (628, 515) | 误差: (-12,-25) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.126852773] [gimbal_controller]: 目标: (628, 515) | 误差: (-12,-25) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.159903875] [gimbal_controller]: 目标: (628, 515) | 误差: (-12,-25) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.198090555] [gimbal_controller]: 目标: (628, 516) | 误差: (-12,-24) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.232302469] [gimbal_controller]: 目标: (628, 516) | 误差: (-12,-24) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.266670715] [gimbal_controller]: 目标: (628, 516) | 误差: (-12,-24) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.302478602] [gimbal_controller]: 目标: (628, 516) | 误差: (-12,-24) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.336779765] [gimbal_controller]: 目标: (628, 516) | 误差: (-12,-24) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.368244227] [gimbal_controller]: 目标: (628, 516) | 误差: (-12,-24) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.411956729] [gimbal_controller]: 目标: (628, 516) | 误差: (-12,-24) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.449617543] [gimbal_controller]: 目标: (628, 515) | 误差: (-12,-25) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.478384426] [gimbal_controller]: 目标: (628, 515) | 误差: (-12,-25) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.533713521] [gimbal_controller]: 目标: (628, 515) | 误差: (-12,-25) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.567788063] [gimbal_controller]: 目标: (627, 509) | 误差: (-13,-31) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.600992870] [gimbal_controller]: 目标: (627, 509) | 误差: (-13,-31) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.641838046] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.679424487] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.708861025] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.770229850] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.836316011] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.906387145] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:38] [gimbal_controller] [INFO] [1754099918.965532925] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099918.996513520] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.030627728] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.062399310] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.093344614] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.192521250] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.234367409] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.308774678] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.346345077] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.378282322] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.418634882] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.484068887] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.515066690] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.579474047] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.615106937] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.680684732] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.712649977] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.747122054] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.788050353] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.844269308] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.878871175] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.915909583] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:39] [gimbal_controller] [INFO] [1754099919.957199835] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.046096564] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.154468710] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.186667284] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.260045278] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.319503720] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.352208327] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.389267443] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.423233487] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.536524215] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.579980347] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.622513661] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.659712483] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.691106070] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.730299275] [gimbal_controller]: 目标: (627, 511) | 误差: (-13,-29) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.764915433] [gimbal_controller]: 目标: (627, 515) | 误差: (-13,-25) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.802614454] [gimbal_controller]: 目标: (626, 516) | 误差: (-14,-24) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.837918642] [gimbal_controller]: 目标: (626, 516) | 误差: (-14,-24) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.896619346] [gimbal_controller]: 目标: (626, 516) | 误差: (-14,-24) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.930464351] [gimbal_controller]: 目标: (626, 516) | 误差: (-14,-24) | 成功计数:0 | 激光状态:False
[09:58:40] [gimbal_controller] [INFO] [1754099920.994366549] [gimbal_controller]: 目标: (626, 516) | 误差: (-14,-24) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.056001661] [gimbal_controller]: 目标: (626, 516) | 误差: (-14,-24) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.100163614] [gimbal_controller]: 目标: (626, 516) | 误差: (-14,-24) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.133326130] [gimbal_controller]: 目标: (626, 516) | 误差: (-14,-24) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.170699074] [gimbal_controller]: 目标: (626, 516) | 误差: (-14,-24) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.200528772] [gimbal_controller]: 目标: (626, 516) | 误差: (-14,-24) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.235756836] [gimbal_controller]: 目标: (626, 516) | 误差: (-14,-24) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.268938310] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.301727207] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.332578013] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.372386040] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.406416250] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.456193856] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.492099450] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.574339877] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.655418906] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.690984131] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.730945572] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.806838274] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.843377941] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.882385940] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.914890175] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:41] [gimbal_controller] [INFO] [1754099921.958811799] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099921.999194692] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.036824881] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.076064168] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.120120539] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.154384078] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.185180635] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.248160307] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.307684081] [gimbal_controller]: 目标: (627, 514) | 误差: (-13,-26) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.344425577] [gimbal_controller]: 目标: (627, 513) | 误差: (-13,-27) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.380208090] [gimbal_controller]: 目标: (627, 513) | 误差: (-13,-27) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.413342023] [gimbal_controller]: 目标: (627, 513) | 误差: (-13,-27) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.462174937] [gimbal_controller]: 目标: (627, 513) | 误差: (-13,-27) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.509305423] [gimbal_controller]: 目标: (627, 513) | 误差: (-13,-27) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.546377080] [gimbal_controller]: 目标: (627, 513) | 误差: (-13,-27) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.578992439] [gimbal_controller]: 目标: (627, 513) | 误差: (-13,-27) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.637625769] [gimbal_controller]: 目标: (627, 513) | 误差: (-13,-27) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.715101319] [gimbal_controller]: 目标: (627, 513) | 误差: (-13,-27) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.749367191] [gimbal_controller]: 目标: (627, 513) | 误差: (-13,-27) | 成功计数:0 | 激光状态:False
[09:58:42] [gimbal_controller] [INFO] [1754099922.781473017] [gimbal_controller]: 目标: (627, 513) | 误差: (-13,-27) | 成功计数:0 | 激光状态:False
