[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.632037619] [gimbal_controller]: 云台控制器节点已启动
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.633890545] [gimbal_controller]: 图像中心设置为: (400, 300)
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.634772238] [gimbal_controller]: 订阅话题: /target_data
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.635413893] [gimbal_controller]: 发布话题: /uart1_sender_topic (30Hz)
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.636984782] [gimbal_controller]: 控制频率: 30Hz
[2025-08-01 16:06:36] [gimbal_controller] [INFO] [1754035596.724569030] [gimbal_controller]: 目标: (407, 305) | 误差: (+7,+5) | 成功计数:0
[2025-08-01 16:08:55] [gimbal_controller] [INFO] [1754035735.547391016] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:08:55] [gimbal_controller] [INFO] [1754035735.574352149] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:08:55] [gimbal_controller] [INFO] [1754035735.611972906] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:08:55] [gimbal_controller] [INFO] [1754035735.642486178] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:08:55] [gimbal_controller] [INFO] [1754035735.672846328] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:08:55] [gimbal_controller] [INFO] [1754035735.711904389] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:08:55] [gimbal_controller] [INFO] [1754035735.740689862] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:08:55] [gimbal_controller] [INFO] [1754035735.743119106] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:08:55] [gimbal_controller] [INFO] [1754035735.747406521] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:08:55] [gimbal_controller] [INFO] [1754035735.771667458] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:08:55] [gimbal_controller] [INFO] [1754035735.806828638] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:08:55] [gimbal_controller] [INFO] [1754035735.839569908] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:08:55] [gimbal_controller] [INFO] [1754035735.869903225] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:08:55] [gimbal_controller] [INFO] [1754035735.902966488] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:08:55] [gimbal_controller] [INFO] [1754035735.943840139] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:08:55] [gimbal_controller] [INFO] [1754035735.978453580] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.008169159] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.035805196] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.074237937] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.076625473] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.083073220] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.109399117] [gimbal_controller]: 目标: (399, 300) | 误差: (-1,+0) | 成功计数:1
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.135196524] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.186542175] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.210947193] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.243827002] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.273585747] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.308126273] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.337153532] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.371142527] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.404717364] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.407477059] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.413042241] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.434994098] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.464757802] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.509244256] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.541260165] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.568978159] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.602872656] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.637335891] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.671162139] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.703711788] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.737669283] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.740488186] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.745364756] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.768798251] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.799589768] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.839397106] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.875379020] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.903071639] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.931395996] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:08:56] [gimbal_controller] [INFO] [1754035736.976718059] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.007366661] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.031188649] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.069486350] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.072171381] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.077910684] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.096740895] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.137578671] [gimbal_controller]: 目标: (399, 300) | 误差: (-1,+0) | 成功计数:2
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.163912734] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.198934792] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.235956477] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.270840288] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.300734363] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.331275343] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.365950616] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.400832094] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.403609580] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.406446274] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.433839066] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.465281570] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.496408205] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.535283103] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.567623630] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.598454229] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.632617929] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.662498880] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.693244898] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.732067005] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.733260190] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.742353886] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.766791861] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.800661275] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.830448894] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.859640651] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.900082060] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.929314066] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.964278958] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:08:57] [gimbal_controller] [INFO] [1754035737.996720692] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.025684369] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.057047249] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.057673737] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.060716344] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.095185121] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.131030829] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.158261457] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.202265796] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.234243789] [gimbal_controller]: 目标: (399, 300) | 误差: (-1,+0) | 成功计数:5
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.260862221] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.295230959] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.328690589] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.362052513] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.394612078] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.396899866] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.401885809] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.429801841] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.458376734] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.491677993] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.530599849] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.559672316] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.593297610] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.625765593] [gimbal_controller]: 目标: (399, 300) | 误差: (-1,+0) | 成功计数:7
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.665326478] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.693683792] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.728865389] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.731450963] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.735418426] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.761225457] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.795467630] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.822857227] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.860458462] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.889009746] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.923685037] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.951412670] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:08:58] [gimbal_controller] [INFO] [1754035738.989625226] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.023740236] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.054455936] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.055106340] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:0
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.058009243] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.102139310] [gimbal_controller]: 目标: (399, 300) | 误差: (-1,+0) | 成功计数:1
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.125015745] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.156722509] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.197184356] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.228752873] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.271265096] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.298500697] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.326983149] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.355302562] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.384004635] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.384740204] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.390653923] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.422269107] [gimbal_controller]: 目标: (399, 300) | 误差: (-1,+0) | 成功计数:1
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.457045604] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.493818229] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.520310678] [gimbal_controller]: 目标: (399, 300) | 误差: (-1,+0) | 成功计数:4
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.560663734] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.588893316] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.621208777] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.657972945] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.688510440] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.718289034] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.719124643] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.722600076] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.752177132] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.791453667] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.819473836] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.853936506] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.900711648] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.934821991] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.958095085] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:08:59] [gimbal_controller] [INFO] [1754035739.995336993] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.026756763] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.049676072] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.050988255] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.056488108] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.080519812] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.121618062] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.149714355] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.180089687] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.228731459] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.254276592] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.282777127] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.324576822] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.352747488] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
