[2025-08-01 08:07:00] [gimbal_controller] [INFO] [1754006820.965730755] [gimbal_controller]: 目标: (378, 263) | 中心: (320, 240) | 误差: (+58, +23) | 指令: @0,58,23
[2025-08-01 08:07:11] [gimbal_controller] [INFO] [1754006831.745911024] [gimbal_controller]: 目标: (324, 241) | 中心: (320, 240) | 误差: (+4, +1) | 指令: @0,4,1
[2025-08-01 08:07:11] [gimbal_controller] [INFO] [1754006831.812038432] [gimbal_controller]: 目标: (324, 241) | 中心: (320, 240) | 误差: (+4, +1) | 指令: @0,4,1
[2025-08-01 08:07:11] [gimbal_controller] [INFO] [1754006831.858680846] [gimbal_controller]: 目标: (323, 241) | 中心: (320, 240) | 误差: (+3, +1) | 指令: @0,3,1
[2025-08-01 08:07:11] [gimbal_controller] [INFO] [1754006831.939490448] [gimbal_controller]: 目标: (322, 241) | 中心: (320, 240) | 误差: (+2, +1) | 指令: @0,2,1
[2025-08-01 08:07:12] [gimbal_controller] [INFO] [1754006832.034699246] [gimbal_controller]: 目标: (323, 241) | 中心: (320, 240) | 误差: (+3, +1) | 指令: @0,3,1
[2025-08-01 08:07:12] [gimbal_controller] [INFO] [1754006832.144096954] [gimbal_controller]: 目标: (323, 241) | 中心: (320, 240) | 误差: (+3, +1) | 指令: @0,3,1
[2025-08-01 08:07:12] [gimbal_controller] [INFO] [1754006832.192059139] [gimbal_controller]: 目标: (324, 241) | 中心: (320, 240) | 误差: (+4, +1) | 指令: @0,4,1
[2025-08-01 08:07:12] [gimbal_controller] [INFO] [1754006832.250740370] [gimbal_controller]: 目标: (322, 241) | 中心: (320, 240) | 误差: (+2, +1) | 指令: @0,2,1
[2025-08-01 08:07:12] [gimbal_controller] [INFO] [1754006832.332678496] [gimbal_controller]: 目标: (322, 241) | 中心: (320, 240) | 误差: (+2, +1) | 指令: @0,2,1
[2025-08-01 08:07:12] [gimbal_controller] [INFO] [1754006832.435109809] [gimbal_controller]: 目标: (322, 241) | 中心: (320, 240) | 误差: (+2, +1) | 指令: @0,2,1
[2025-08-01 08:07:12] [gimbal_controller] [INFO] [1754006832.535690984] [gimbal_controller]: 目标: (322, 241) | 中心: (320, 240) | 误差: (+2, +1) | 指令: @0,2,1
[2025-08-01 08:07:12] [gimbal_controller] [INFO] [1754006832.660213836] [gimbal_controller]: 目标: (322, 241) | 中心: (320, 240) | 误差: (+2, +1) | 指令: @0,2,1
[2025-08-01 08:07:12] [gimbal_controller] [INFO] [1754006832.763870881] [gimbal_controller]: 目标: (322, 241) | 中心: (320, 240) | 误差: (+2, +1) | 指令: @0,2,1
[2025-08-01 08:07:12] [gimbal_controller] [INFO] [1754006832.881112969] [gimbal_controller]: 目标: (323, 241) | 中心: (320, 240) | 误差: (+3, +1) | 指令: @0,3,1
[2025-08-01 08:07:12] [gimbal_controller] [INFO] [1754006832.958423874] [gimbal_controller]: 目标: (323, 241) | 中心: (320, 240) | 误差: (+3, +1) | 指令: @0,3,1
[2025-08-01 08:07:13] [gimbal_controller] [INFO] [1754006833.055561601] [gimbal_controller]: 目标: (323, 241) | 中心: (320, 240) | 误差: (+3, +1) | 指令: @0,3,1
[2025-08-01 08:07:14] [gimbal_controller] [INFO] [1754006834.143583974] [gimbal_controller]: 目标: (393, 238) | 中心: (320, 240) | 误差: (+73, -2) | 指令: @0,73,-2
[2025-08-01 08:07:14] [gimbal_controller] [INFO] [1754006834.216197242] [gimbal_controller]: 目标: (393, 238) | 中心: (320, 240) | 误差: (+73, -2) | 指令: @0,73,-2
[2025-08-01 08:07:14] [gimbal_controller] [INFO] [1754006834.268200783] [gimbal_controller]: 目标: (393, 238) | 中心: (320, 240) | 误差: (+73, -2) | 指令: @0,73,-2
[2025-08-01 08:07:14] [gimbal_controller] [INFO] [1754006834.329480182] [gimbal_controller]: 目标: (392, 238) | 中心: (320, 240) | 误差: (+72, -2) | 指令: @0,72,-2
[2025-08-01 08:07:14] [gimbal_controller] [INFO] [1754006834.370808427] [gimbal_controller]: 目标: (398, 238) | 中心: (320, 240) | 误差: (+78, -2) | 指令: @0,78,-2
[2025-08-01 08:07:14] [gimbal_controller] [INFO] [1754006834.427384690] [gimbal_controller]: 目标: (390, 237) | 中心: (320, 240) | 误差: (+70, -3) | 指令: @0,70,-3
[2025-08-01 08:07:14] [gimbal_controller] [INFO] [1754006834.505855243] [gimbal_controller]: 目标: (378, 237) | 中心: (320, 240) | 误差: (+58, -3) | 指令: @0,58,-3
[2025-08-01 08:07:14] [gimbal_controller] [INFO] [1754006834.590377372] [gimbal_controller]: 目标: (372, 238) | 中心: (320, 240) | 误差: (+52, -2) | 指令: @0,52,-2
[2025-08-01 08:07:14] [gimbal_controller] [INFO] [1754006834.656100536] [gimbal_controller]: 目标: (352, 239) | 中心: (320, 240) | 误差: (+32, -1) | 指令: @0,32,-1
[2025-08-01 08:07:14] [gimbal_controller] [INFO] [1754006834.761308599] [gimbal_controller]: 目标: (351, 239) | 中心: (320, 240) | 误差: (+31, -1) | 指令: @0,31,-1
[2025-08-01 08:07:14] [gimbal_controller] [INFO] [1754006834.805499509] [gimbal_controller]: 目标: (351, 239) | 中心: (320, 240) | 误差: (+31, -1) | 指令: @0,31,-1
[2025-08-01 08:07:14] [gimbal_controller] [INFO] [1754006834.868408425] [gimbal_controller]: 目标: (357, 239) | 中心: (320, 240) | 误差: (+37, -1) | 指令: @0,37,-1
[2025-08-01 08:07:14] [gimbal_controller] [INFO] [1754006834.941082776] [gimbal_controller]: 目标: (355, 239) | 中心: (320, 240) | 误差: (+35, -1) | 指令: @0,35,-1
[2025-08-01 08:07:15] [gimbal_controller] [INFO] [1754006835.017121741] [gimbal_controller]: 目标: (350, 238) | 中心: (320, 240) | 误差: (+30, -2) | 指令: @0,30,-2
[2025-08-01 08:07:15] [gimbal_controller] [INFO] [1754006835.102855559] [gimbal_controller]: 目标: (343, 239) | 中心: (320, 240) | 误差: (+23, -1) | 指令: @0,23,-1
[2025-08-01 08:07:15] [gimbal_controller] [INFO] [1754006835.187755515] [gimbal_controller]: 目标: (342, 239) | 中心: (320, 240) | 误差: (+22, -1) | 指令: @0,22,-1
[2025-08-01 08:07:15] [gimbal_controller] [INFO] [1754006835.255472191] [gimbal_controller]: 目标: (341, 239) | 中心: (320, 240) | 误差: (+21, -1) | 指令: @0,21,-1
[2025-08-01 08:07:15] [gimbal_controller] [INFO] [1754006835.332439810] [gimbal_controller]: 目标: (340, 239) | 中心: (320, 240) | 误差: (+20, -1) | 指令: @0,20,-1
[2025-08-01 08:07:15] [gimbal_controller] [INFO] [1754006835.403227106] [gimbal_controller]: 目标: (340, 239) | 中心: (320, 240) | 误差: (+20, -1) | 指令: @0,20,-1
[2025-08-01 08:07:15] [gimbal_controller] [INFO] [1754006835.468955229] [gimbal_controller]: 目标: (338, 238) | 中心: (320, 240) | 误差: (+18, -2) | 指令: @0,18,-2
[2025-08-01 08:07:15] [gimbal_controller] [INFO] [1754006835.572329945] [gimbal_controller]: 目标: (338, 239) | 中心: (320, 240) | 误差: (+18, -1) | 指令: @0,18,-1
[2025-08-01 08:07:15] [gimbal_controller] [INFO] [1754006835.707759172] [gimbal_controller]: 目标: (335, 239) | 中心: (320, 240) | 误差: (+15, -1) | 指令: @0,15,-1
[2025-08-01 08:07:15] [gimbal_controller] [INFO] [1754006835.805479891] [gimbal_controller]: 目标: (333, 239) | 中心: (320, 240) | 误差: (+13, -1) | 指令: @0,13,-1
[2025-08-01 08:07:15] [gimbal_controller] [INFO] [1754006835.893834794] [gimbal_controller]: 目标: (333, 239) | 中心: (320, 240) | 误差: (+13, -1) | 指令: @0,13,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.027136262] [gimbal_controller]: 目标: (332, 239) | 中心: (320, 240) | 误差: (+12, -1) | 指令: @0,12,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.140808571] [gimbal_controller]: 目标: (332, 239) | 中心: (320, 240) | 误差: (+12, -1) | 指令: @0,12,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.263764613] [gimbal_controller]: 目标: (332, 239) | 中心: (320, 240) | 误差: (+12, -1) | 指令: @0,12,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.333692630] [gimbal_controller]: 目标: (331, 239) | 中心: (320, 240) | 误差: (+11, -1) | 指令: @0,11,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.420708429] [gimbal_controller]: 目标: (331, 239) | 中心: (320, 240) | 误差: (+11, -1) | 指令: @0,11,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.515414360] [gimbal_controller]: 目标: (331, 239) | 中心: (320, 240) | 误差: (+11, -1) | 指令: @0,11,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.570735975] [gimbal_controller]: 目标: (331, 239) | 中心: (320, 240) | 误差: (+11, -1) | 指令: @0,11,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.652031861] [gimbal_controller]: 目标: (331, 239) | 中心: (320, 240) | 误差: (+11, -1) | 指令: @0,11,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.740616094] [gimbal_controller]: 目标: (331, 239) | 中心: (320, 240) | 误差: (+11, -1) | 指令: @0,11,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.810178117] [gimbal_controller]: 目标: (330, 239) | 中心: (320, 240) | 误差: (+10, -1) | 指令: @0,10,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.859929858] [gimbal_controller]: 目标: (330, 239) | 中心: (320, 240) | 误差: (+10, -1) | 指令: @0,10,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.923435224] [gimbal_controller]: 目标: (330, 239) | 中心: (320, 240) | 误差: (+10, -1) | 指令: @0,10,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.023456991] [gimbal_controller]: 目标: (333, 239) | 中心: (320, 240) | 误差: (+13, -1) | 指令: @0,13,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.096087300] [gimbal_controller]: 目标: (329, 239) | 中心: (320, 240) | 误差: (+9, -1) | 指令: @0,9,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.159937993] [gimbal_controller]: 目标: (329, 239) | 中心: (320, 240) | 误差: (+9, -1) | 指令: @0,9,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.199495557] [gimbal_controller]: 目标: (329, 239) | 中心: (320, 240) | 误差: (+9, -1) | 指令: @0,9,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.274504372] [gimbal_controller]: 目标: (329, 239) | 中心: (320, 240) | 误差: (+9, -1) | 指令: @0,9,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.341604183] [gimbal_controller]: 目标: (329, 239) | 中心: (320, 240) | 误差: (+9, -1) | 指令: @0,9,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.405992701] [gimbal_controller]: 目标: (329, 239) | 中心: (320, 240) | 误差: (+9, -1) | 指令: @0,9,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.493932652] [gimbal_controller]: 目标: (329, 239) | 中心: (320, 240) | 误差: (+9, -1) | 指令: @0,9,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.581461943] [gimbal_controller]: 目标: (328, 239) | 中心: (320, 240) | 误差: (+8, -1) | 指令: @0,8,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.686455092] [gimbal_controller]: 目标: (328, 239) | 中心: (320, 240) | 误差: (+8, -1) | 指令: @0,8,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.763047633] [gimbal_controller]: 目标: (328, 239) | 中心: (320, 240) | 误差: (+8, -1) | 指令: @0,8,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.845763914] [gimbal_controller]: 目标: (328, 239) | 中心: (320, 240) | 误差: (+8, -1) | 指令: @0,8,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.905477295] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.969962062] [gimbal_controller]: 目标: (328, 239) | 中心: (320, 240) | 误差: (+8, -1) | 指令: @0,8,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.026433702] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.113593706] [gimbal_controller]: 目标: (328, 239) | 中心: (320, 240) | 误差: (+8, -1) | 指令: @0,8,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.196296571] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.295270103] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.352602729] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.430284754] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.478168899] [gimbal_controller]: 目标: (328, 239) | 中心: (320, 240) | 误差: (+8, -1) | 指令: @0,8,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.542608458] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.615541221] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.669517190] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.763202679] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.850575597] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.933744579] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.062018207] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.136358282] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.185345160] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.243883518] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.314884477] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.378177263] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.441902958] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.506973549] [gimbal_controller]: 目标: (325, 239) | 中心: (320, 240) | 误差: (+5, -1) | 指令: @0,5,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.555474268] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.638536627] [gimbal_controller]: 目标: (325, 239) | 中心: (320, 240) | 误差: (+5, -1) | 指令: @0,5,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.681559430] [gimbal_controller]: 目标: (325, 239) | 中心: (320, 240) | 误差: (+5, -1) | 指令: @0,5,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.751664278] [gimbal_controller]: 目标: (325, 239) | 中心: (320, 240) | 误差: (+5, -1) | 指令: @0,5,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.794413084] [gimbal_controller]: 目标: (325, 239) | 中心: (320, 240) | 误差: (+5, -1) | 指令: @0,5,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.884680917] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.956429114] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.003609854] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.076546950] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.113724342] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.202253992] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.255555846] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.322938278] [gimbal_controller]: 目标: (327, 240) | 中心: (320, 240) | 误差: (+7, +0) | 指令: @0,7,0
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.362434009] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.434388537] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.472053088] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.523024769] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.594348390] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.643026981] [gimbal_controller]: 目标: (323, 239) | 中心: (320, 240) | 误差: (+3, -1) | 指令: @0,3,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.756236922] [gimbal_controller]: 目标: (323, 239) | 中心: (320, 240) | 误差: (+3, -1) | 指令: @0,3,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.769057519] [gimbal_controller]: 目标: (323, 239) | 中心: (320, 240) | 误差: (+3, -1) | 指令: @0,3,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.834430605] [gimbal_controller]: 目标: (322, 239) | 中心: (320, 240) | 误差: (+2, -1) | 指令: @0,2,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.909248965] [gimbal_controller]: 目标: (322, 239) | 中心: (320, 240) | 误差: (+2, -1) | 指令: @0,2,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.969833458] [gimbal_controller]: 目标: (323, 239) | 中心: (320, 240) | 误差: (+3, -1) | 指令: @0,3,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.039825099] [gimbal_controller]: 目标: (322, 239) | 中心: (320, 240) | 误差: (+2, -1) | 指令: @0,2,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.146097479] [gimbal_controller]: 目标: (322, 239) | 中心: (320, 240) | 误差: (+2, -1) | 指令: @0,2,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.184905180] [gimbal_controller]: 目标: (322, 239) | 中心: (320, 240) | 误差: (+2, -1) | 指令: @0,2,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.253594257] [gimbal_controller]: 目标: (322, 239) | 中心: (320, 240) | 误差: (+2, -1) | 指令: @0,2,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.300887578] [gimbal_controller]: 目标: (322, 239) | 中心: (320, 240) | 误差: (+2, -1) | 指令: @0,2,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.383804273] [gimbal_controller]: 目标: (321, 239) | 中心: (320, 240) | 误差: (+1, -1) | 指令: @0,1,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.499515592] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.551550632] [gimbal_controller]: 目标: (325, 236) | 中心: (320, 240) | 误差: (+5, -4) | 指令: @0,5,-4
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.617204340] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.690902966] [gimbal_controller]: 目标: (320, 239) | 中心: (320, 240) | 误差: (+0, -1) | 指令: @0,0,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.772524180] [gimbal_controller]: 目标: (318, 239) | 中心: (320, 240) | 误差: (-2, -1) | 指令: @0,-2,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.846020893] [gimbal_controller]: 目标: (308, 245) | 中心: (320, 240) | 误差: (-12, +5) | 指令: @0,-12,5
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.933638683] [gimbal_controller]: 目标: (289, 250) | 中心: (320, 240) | 误差: (-31, +10) | 指令: @0,-31,10
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.019071630] [gimbal_controller]: 目标: (291, 248) | 中心: (320, 240) | 误差: (-29, +8) | 指令: @0,-29,8
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.097291438] [gimbal_controller]: 目标: (292, 248) | 中心: (320, 240) | 误差: (-28, +8) | 指令: @0,-28,8
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.203821606] [gimbal_controller]: 目标: (291, 250) | 中心: (320, 240) | 误差: (-29, +10) | 指令: @0,-29,10
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.288081280] [gimbal_controller]: 目标: (290, 249) | 中心: (320, 240) | 误差: (-30, +9) | 指令: @0,-30,9
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.426251132] [gimbal_controller]: 目标: (303, 249) | 中心: (320, 240) | 误差: (-17, +9) | 指令: @0,-17,9
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.481978032] [gimbal_controller]: 目标: (306, 250) | 中心: (320, 240) | 误差: (-14, +10) | 指令: @0,-14,10
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.586515355] [gimbal_controller]: 目标: (311, 250) | 中心: (320, 240) | 误差: (-9, +10) | 指令: @0,-9,10
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.694551959] [gimbal_controller]: 目标: (312, 250) | 中心: (320, 240) | 误差: (-8, +10) | 指令: @0,-8,10
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.819743883] [gimbal_controller]: 目标: (311, 249) | 中心: (320, 240) | 误差: (-9, +9) | 指令: @0,-9,9
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.890542138] [gimbal_controller]: 目标: (313, 247) | 中心: (320, 240) | 误差: (-7, +7) | 指令: @0,-7,7
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.975693298] [gimbal_controller]: 目标: (313, 248) | 中心: (320, 240) | 误差: (-7, +8) | 指令: @0,-7,8
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.024878923] [gimbal_controller]: 目标: (312, 248) | 中心: (320, 240) | 误差: (-8, +8) | 指令: @0,-8,8
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.101012929] [gimbal_controller]: 目标: (310, 247) | 中心: (320, 240) | 误差: (-10, +7) | 指令: @0,-10,7
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.163993594] [gimbal_controller]: 目标: (306, 248) | 中心: (320, 240) | 误差: (-14, +8) | 指令: @0,-14,8
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.229765467] [gimbal_controller]: 目标: (287, 247) | 中心: (320, 240) | 误差: (-33, +7) | 指令: @0,-33,7
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.285434160] [gimbal_controller]: 目标: (265, 247) | 中心: (320, 240) | 误差: (-55, +7) | 指令: @0,-55,7
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.329226825] [gimbal_controller]: 目标: (261, 247) | 中心: (320, 240) | 误差: (-59, +7) | 指令: @0,-59,7
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.406004572] [gimbal_controller]: 目标: (255, 247) | 中心: (320, 240) | 误差: (-65, +7) | 指令: @0,-65,7
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.509662075] [gimbal_controller]: 目标: (281, 250) | 中心: (320, 240) | 误差: (-39, +10) | 指令: @0,-39,10
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.587674719] [gimbal_controller]: 目标: (306, 251) | 中心: (320, 240) | 误差: (-14, +11) | 指令: @0,-14,11
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.633397605] [gimbal_controller]: 目标: (307, 252) | 中心: (320, 240) | 误差: (-13, +12) | 指令: @0,-13,12
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.736292995] [gimbal_controller]: 目标: (309, 253) | 中心: (320, 240) | 误差: (-11, +13) | 指令: @0,-11,13
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.783357653] [gimbal_controller]: 目标: (308, 254) | 中心: (320, 240) | 误差: (-12, +14) | 指令: @0,-12,14
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.826117376] [gimbal_controller]: 目标: (308, 255) | 中心: (320, 240) | 误差: (-12, +15) | 指令: @0,-12,15
