[2025-08-01 08:07:03] [gimbal_controller] [INFO] [1754006823.662268040] [gimbal_controller]: 云台控制器节点已启动
[2025-08-01 08:07:03] [gimbal_controller] [INFO] [1754006823.662853406] [gimbal_controller]: 图像中心设置为: (320, 240)
[2025-08-01 08:07:03] [gimbal_controller] [INFO] [1754006823.663301983] [gimbal_controller]: 订阅话题: /target_data
[2025-08-01 08:07:03] [gimbal_controller] [INFO] [1754006823.663723143] [gimbal_controller]: 发布话题: /uart1_sender_topic
[2025-08-01 08:07:03] [gimbal_controller] [INFO] [1754006823.686903873] [gimbal_controller]: 目标: (329, 236) | 中心: (320, 240) | 误差: (+9, -4) | 指令: @0,9,-4
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.138062279] [gimbal_controller]: 目标: (332, 239) | 中心: (320, 240) | 误差: (+12, -1) | 指令: @0,12,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.257304420] [gimbal_controller]: 目标: (332, 239) | 中心: (320, 240) | 误差: (+12, -1) | 指令: @0,12,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.335496561] [gimbal_controller]: 目标: (331, 239) | 中心: (320, 240) | 误差: (+11, -1) | 指令: @0,11,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.427267037] [gimbal_controller]: 目标: (331, 239) | 中心: (320, 240) | 误差: (+11, -1) | 指令: @0,11,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.517170458] [gimbal_controller]: 目标: (331, 239) | 中心: (320, 240) | 误差: (+11, -1) | 指令: @0,11,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.572561781] [gimbal_controller]: 目标: (331, 239) | 中心: (320, 240) | 误差: (+11, -1) | 指令: @0,11,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.653914541] [gimbal_controller]: 目标: (331, 239) | 中心: (320, 240) | 误差: (+11, -1) | 指令: @0,11,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.737248270] [gimbal_controller]: 目标: (331, 239) | 中心: (320, 240) | 误差: (+11, -1) | 指令: @0,11,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.805145777] [gimbal_controller]: 目标: (330, 239) | 中心: (320, 240) | 误差: (+10, -1) | 指令: @0,10,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.867987611] [gimbal_controller]: 目标: (330, 239) | 中心: (320, 240) | 误差: (+10, -1) | 指令: @0,10,-1
[2025-08-01 08:07:16] [gimbal_controller] [INFO] [1754006836.927047752] [gimbal_controller]: 目标: (330, 239) | 中心: (320, 240) | 误差: (+10, -1) | 指令: @0,10,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.025236130] [gimbal_controller]: 目标: (333, 239) | 中心: (320, 240) | 误差: (+13, -1) | 指令: @0,13,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.093616338] [gimbal_controller]: 目标: (329, 239) | 中心: (320, 240) | 误差: (+9, -1) | 指令: @0,9,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.161591427] [gimbal_controller]: 目标: (329, 239) | 中心: (320, 240) | 误差: (+9, -1) | 指令: @0,9,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.197900748] [gimbal_controller]: 目标: (329, 239) | 中心: (320, 240) | 误差: (+9, -1) | 指令: @0,9,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.276224304] [gimbal_controller]: 目标: (329, 239) | 中心: (320, 240) | 误差: (+9, -1) | 指令: @0,9,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.344283100] [gimbal_controller]: 目标: (329, 239) | 中心: (320, 240) | 误差: (+9, -1) | 指令: @0,9,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.417203030] [gimbal_controller]: 目标: (329, 239) | 中心: (320, 240) | 误差: (+9, -1) | 指令: @0,9,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.488426944] [gimbal_controller]: 目标: (329, 239) | 中心: (320, 240) | 误差: (+9, -1) | 指令: @0,9,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.592291069] [gimbal_controller]: 目标: (328, 239) | 中心: (320, 240) | 误差: (+8, -1) | 指令: @0,8,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.684097587] [gimbal_controller]: 目标: (328, 239) | 中心: (320, 240) | 误差: (+8, -1) | 指令: @0,8,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.762749554] [gimbal_controller]: 目标: (328, 239) | 中心: (320, 240) | 误差: (+8, -1) | 指令: @0,8,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.886130090] [gimbal_controller]: 目标: (328, 239) | 中心: (320, 240) | 误差: (+8, -1) | 指令: @0,8,-1
[2025-08-01 08:07:17] [gimbal_controller] [INFO] [1754006837.930029129] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.000314766] [gimbal_controller]: 目标: (328, 239) | 中心: (320, 240) | 误差: (+8, -1) | 指令: @0,8,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.033498344] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.113520207] [gimbal_controller]: 目标: (328, 239) | 中心: (320, 240) | 误差: (+8, -1) | 指令: @0,8,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.194349434] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.305254868] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.354207163] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.418944510] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.475204444] [gimbal_controller]: 目标: (328, 239) | 中心: (320, 240) | 误差: (+8, -1) | 指令: @0,8,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.543943396] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.601215648] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.669770645] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.752497967] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.856251552] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:18] [gimbal_controller] [INFO] [1754006838.945125239] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.059166917] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.141860198] [gimbal_controller]: 目标: (327, 239) | 中心: (320, 240) | 误差: (+7, -1) | 指令: @0,7,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.180706273] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.250000550] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.313445124] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.375119184] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.441920166] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.513451075] [gimbal_controller]: 目标: (325, 239) | 中心: (320, 240) | 误差: (+5, -1) | 指令: @0,5,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.560688897] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.638642500] [gimbal_controller]: 目标: (325, 239) | 中心: (320, 240) | 误差: (+5, -1) | 指令: @0,5,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.679174799] [gimbal_controller]: 目标: (325, 239) | 中心: (320, 240) | 误差: (+5, -1) | 指令: @0,5,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.754617649] [gimbal_controller]: 目标: (325, 239) | 中心: (320, 240) | 误差: (+5, -1) | 指令: @0,5,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.794639706] [gimbal_controller]: 目标: (325, 239) | 中心: (320, 240) | 误差: (+5, -1) | 指令: @0,5,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.872788681] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:19] [gimbal_controller] [INFO] [1754006839.956926107] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.008457863] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.076385953] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.110672097] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.198936918] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.252944011] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.313104011] [gimbal_controller]: 目标: (327, 240) | 中心: (320, 240) | 误差: (+7, +0) | 指令: @0,7,0
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.362401634] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.407612487] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.451604483] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.522631900] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.590739362] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.635167560] [gimbal_controller]: 目标: (323, 239) | 中心: (320, 240) | 误差: (+3, -1) | 指令: @0,3,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.724262410] [gimbal_controller]: 目标: (323, 239) | 中心: (320, 240) | 误差: (+3, -1) | 指令: @0,3,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.769062769] [gimbal_controller]: 目标: (323, 239) | 中心: (320, 240) | 误差: (+3, -1) | 指令: @0,3,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.834491855] [gimbal_controller]: 目标: (322, 239) | 中心: (320, 240) | 误差: (+2, -1) | 指令: @0,2,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.909417754] [gimbal_controller]: 目标: (322, 239) | 中心: (320, 240) | 误差: (+2, -1) | 指令: @0,2,-1
[2025-08-01 08:07:20] [gimbal_controller] [INFO] [1754006840.969833458] [gimbal_controller]: 目标: (323, 239) | 中心: (320, 240) | 误差: (+3, -1) | 指令: @0,3,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.040262009] [gimbal_controller]: 目标: (322, 239) | 中心: (320, 240) | 误差: (+2, -1) | 指令: @0,2,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.150368581] [gimbal_controller]: 目标: (322, 239) | 中心: (320, 240) | 误差: (+2, -1) | 指令: @0,2,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.187738095] [gimbal_controller]: 目标: (322, 239) | 中心: (320, 240) | 误差: (+2, -1) | 指令: @0,2,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.253593966] [gimbal_controller]: 目标: (322, 239) | 中心: (320, 240) | 误差: (+2, -1) | 指令: @0,2,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.300887287] [gimbal_controller]: 目标: (322, 239) | 中心: (320, 240) | 误差: (+2, -1) | 指令: @0,2,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.382662707] [gimbal_controller]: 目标: (321, 239) | 中心: (320, 240) | 误差: (+1, -1) | 指令: @0,1,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.496661386] [gimbal_controller]: 目标: (326, 239) | 中心: (320, 240) | 误差: (+6, -1) | 指令: @0,6,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.556005189] [gimbal_controller]: 目标: (325, 236) | 中心: (320, 240) | 误差: (+5, -4) | 指令: @0,5,-4
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.618874398] [gimbal_controller]: 目标: (324, 239) | 中心: (320, 240) | 误差: (+4, -1) | 指令: @0,4,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.692999434] [gimbal_controller]: 目标: (320, 239) | 中心: (320, 240) | 误差: (+0, -1) | 指令: @0,0,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.770460962] [gimbal_controller]: 目标: (318, 239) | 中心: (320, 240) | 误差: (-2, -1) | 指令: @0,-2,-1
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.848931974] [gimbal_controller]: 目标: (308, 245) | 中心: (320, 240) | 误差: (-12, +5) | 指令: @0,-12,5
[2025-08-01 08:07:21] [gimbal_controller] [INFO] [1754006841.934981787] [gimbal_controller]: 目标: (289, 250) | 中心: (320, 240) | 误差: (-31, +10) | 指令: @0,-31,10
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.020455276] [gimbal_controller]: 目标: (291, 248) | 中心: (320, 240) | 误差: (-29, +8) | 指令: @0,-29,8
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.099203576] [gimbal_controller]: 目标: (292, 248) | 中心: (320, 240) | 误差: (-28, +8) | 指令: @0,-28,8
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.204984463] [gimbal_controller]: 目标: (291, 250) | 中心: (320, 240) | 误差: (-29, +10) | 指令: @0,-29,10
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.285734274] [gimbal_controller]: 目标: (290, 249) | 中心: (320, 240) | 误差: (-30, +9) | 指令: @0,-30,9
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.420167516] [gimbal_controller]: 目标: (303, 249) | 中心: (320, 240) | 误差: (-17, +9) | 指令: @0,-17,9
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.486885541] [gimbal_controller]: 目标: (306, 250) | 中心: (320, 240) | 误差: (-14, +10) | 指令: @0,-14,10
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.592329350] [gimbal_controller]: 目标: (311, 250) | 中心: (320, 240) | 误差: (-9, +10) | 指令: @0,-9,10
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.705730205] [gimbal_controller]: 目标: (312, 250) | 中心: (320, 240) | 误差: (-8, +10) | 指令: @0,-8,10
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.817647707] [gimbal_controller]: 目标: (311, 249) | 中心: (320, 240) | 误差: (-9, +9) | 指令: @0,-9,9
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.901882548] [gimbal_controller]: 目标: (313, 247) | 中心: (320, 240) | 误差: (-7, +7) | 指令: @0,-7,7
[2025-08-01 08:07:22] [gimbal_controller] [INFO] [1754006842.971211325] [gimbal_controller]: 目标: (313, 248) | 中心: (320, 240) | 误差: (-7, +8) | 指令: @0,-7,8
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.022435960] [gimbal_controller]: 目标: (312, 248) | 中心: (320, 240) | 误差: (-8, +8) | 指令: @0,-8,8
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.098642882] [gimbal_controller]: 目标: (310, 247) | 中心: (320, 240) | 误差: (-10, +7) | 指令: @0,-10,7
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.162118498] [gimbal_controller]: 目标: (306, 248) | 中心: (320, 240) | 误差: (-14, +8) | 指令: @0,-14,8
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.228834772] [gimbal_controller]: 目标: (287, 247) | 中心: (320, 240) | 误差: (-33, +7) | 指令: @0,-33,7
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.279153214] [gimbal_controller]: 目标: (265, 247) | 中心: (320, 240) | 误差: (-55, +7) | 指令: @0,-55,7
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.330113187] [gimbal_controller]: 目标: (261, 247) | 中心: (320, 240) | 误差: (-59, +7) | 指令: @0,-59,7
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.403239614] [gimbal_controller]: 目标: (255, 247) | 中心: (320, 240) | 误差: (-65, +7) | 指令: @0,-65,7
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.506855993] [gimbal_controller]: 目标: (281, 250) | 中心: (320, 240) | 误差: (-39, +10) | 指令: @0,-39,10
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.578860395] [gimbal_controller]: 目标: (306, 251) | 中心: (320, 240) | 误差: (-14, +11) | 指令: @0,-14,11
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.632619742] [gimbal_controller]: 目标: (307, 252) | 中心: (320, 240) | 误差: (-13, +12) | 指令: @0,-13,12
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.735073847] [gimbal_controller]: 目标: (309, 253) | 中心: (320, 240) | 误差: (-11, +13) | 指令: @0,-11,13
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.775427649] [gimbal_controller]: 目标: (308, 254) | 中心: (320, 240) | 误差: (-12, +14) | 指令: @0,-12,14
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.823684330] [gimbal_controller]: 目标: (308, 255) | 中心: (320, 240) | 误差: (-12, +15) | 指令: @0,-12,15
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.880488589] [gimbal_controller]: 目标: (310, 255) | 中心: (320, 240) | 误差: (-10, +15) | 指令: @0,-10,15
[2025-08-01 08:07:23] [gimbal_controller] [INFO] [1754006843.963666571] [gimbal_controller]: 目标: (311, 255) | 中心: (320, 240) | 误差: (-9, +15) | 指令: @0,-9,15
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.049494596] [gimbal_controller]: 目标: (310, 256) | 中心: (320, 240) | 误差: (-10, +16) | 指令: @0,-10,16
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.108632611] [gimbal_controller]: 目标: (311, 256) | 中心: (320, 240) | 误差: (-9, +16) | 指令: @0,-9,16
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.155893849] [gimbal_controller]: 目标: (312, 257) | 中心: (320, 240) | 误差: (-8, +17) | 指令: @0,-8,17
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.220499947] [gimbal_controller]: 目标: (312, 256) | 中心: (320, 240) | 误差: (-8, +16) | 指令: @0,-8,16
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.267784560] [gimbal_controller]: 目标: (312, 256) | 中心: (320, 240) | 误差: (-8, +16) | 指令: @0,-8,16
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.332705654] [gimbal_controller]: 目标: (314, 256) | 中心: (320, 240) | 误差: (-6, +16) | 指令: @0,-6,16
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.380230013] [gimbal_controller]: 目标: (317, 254) | 中心: (320, 240) | 误差: (-3, +14) | 指令: @0,-3,14
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.467461849] [gimbal_controller]: 目标: (316, 254) | 中心: (320, 240) | 误差: (-4, +14) | 指令: @0,-4,14
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.524418523] [gimbal_controller]: 目标: (318, 249) | 中心: (320, 240) | 误差: (-2, +9) | 指令: @0,-2,9
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.576913264] [gimbal_controller]: 目标: (318, 249) | 中心: (320, 240) | 误差: (-2, +9) | 指令: @0,-2,9
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.624597996] [gimbal_controller]: 目标: (318, 249) | 中心: (320, 240) | 误差: (-2, +9) | 指令: @0,-2,9
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.666418692] [gimbal_controller]: 目标: (318, 249) | 中心: (320, 240) | 误差: (-2, +9) | 指令: @0,-2,9
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.721243606] [gimbal_controller]: 目标: (319, 249) | 中心: (320, 240) | 误差: (-1, +9) | 指令: @0,-1,9
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.769619868] [gimbal_controller]: 目标: (317, 248) | 中心: (320, 240) | 误差: (-3, +8) | 指令: @0,-3,8
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.812440257] [gimbal_controller]: 目标: (316, 248) | 中心: (320, 240) | 误差: (-4, +8) | 指令: @0,-4,8
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.862539160] [gimbal_controller]: 目标: (315, 247) | 中心: (320, 240) | 误差: (-5, +7) | 指令: @0,-5,7
[2025-08-01 08:07:24] [gimbal_controller] [INFO] [1754006844.913937752] [gimbal_controller]: 目标: (314, 248) | 中心: (320, 240) | 误差: (-6, +8) | 指令: @0,-6,8
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006844.975728143] [gimbal_controller]: 目标: (313, 248) | 中心: (320, 240) | 误差: (-7, +8) | 指令: @0,-7,8
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.030642598] [gimbal_controller]: 目标: (310, 248) | 中心: (320, 240) | 误差: (-10, +8) | 指令: @0,-10,8
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.091516711] [gimbal_controller]: 目标: (308, 248) | 中心: (320, 240) | 误差: (-12, +8) | 指令: @0,-12,8
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.160958153] [gimbal_controller]: 目标: (280, 247) | 中心: (320, 240) | 误差: (-40, +7) | 指令: @0,-40,7
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.199890101] [gimbal_controller]: 目标: (277, 247) | 中心: (320, 240) | 误差: (-43, +7) | 指令: @0,-43,7
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.250796242] [gimbal_controller]: 目标: (276, 248) | 中心: (320, 240) | 误差: (-44, +8) | 指令: @0,-44,8
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.308854648] [gimbal_controller]: 目标: (280, 248) | 中心: (320, 240) | 误差: (-40, +8) | 指令: @0,-40,8
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.373126210] [gimbal_controller]: 目标: (286, 247) | 中心: (320, 240) | 误差: (-34, +7) | 指令: @0,-34,7
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.449376340] [gimbal_controller]: 目标: (304, 245) | 中心: (320, 240) | 误差: (-16, +5) | 指令: @0,-16,5
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.504007007] [gimbal_controller]: 目标: (308, 247) | 中心: (320, 240) | 误差: (-12, +7) | 指令: @0,-12,7
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.593412269] [gimbal_controller]: 目标: (309, 245) | 中心: (320, 240) | 误差: (-11, +5) | 指令: @0,-11,5
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.695524254] [gimbal_controller]: 目标: (311, 245) | 中心: (320, 240) | 误差: (-9, +5) | 指令: @0,-9,5
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.788332339] [gimbal_controller]: 目标: (308, 244) | 中心: (320, 240) | 误差: (-12, +4) | 指令: @0,-12,4
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.860210202] [gimbal_controller]: 目标: (308, 245) | 中心: (320, 240) | 误差: (-12, +5) | 指令: @0,-12,5
[2025-08-01 08:07:25] [gimbal_controller] [INFO] [1754006845.947386498] [gimbal_controller]: 目标: (308, 245) | 中心: (320, 240) | 误差: (-12, +5) | 指令: @0,-12,5
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.026213005] [gimbal_controller]: 目标: (310, 245) | 中心: (320, 240) | 误差: (-10, +5) | 指令: @0,-10,5
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.086747374] [gimbal_controller]: 目标: (310, 244) | 中心: (320, 240) | 误差: (-10, +4) | 指令: @0,-10,4
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.162080184] [gimbal_controller]: 目标: (310, 244) | 中心: (320, 240) | 误差: (-10, +4) | 指令: @0,-10,4
[2025-08-01 08:07:26] [gimbal_controller] [INFO] [1754006846.237084040] [gimbal_controller]: 目标: (310, 243) | 中心: (320, 240) | 误差: (-10, +3) | 指令: @0,-10,3
